qbca,kmeans,gmm,dbscan,padding
0.5592027321763664,0.574510874089486,0.4694574288633802,-7.862402515256719e-16,
0.4538340755291284,0.40585572891513433,0.5401234496105175,-7.862402515256719e-16,
0.5097902069453091,0.4893987662874225,0.5248789687123387,-7.862402515256719e-16,
0.4947556340501946,0.45829742478392077,0.6088403550493559,-7.862402515256719e-16,
0.4702194309132787,0.4266115129586071,0.5307800775322439,-7.862402515256719e-16,
0.4732691205193871,0.4835843797071349,0.25719423789323487,-7.862402515256719e-16,
0.4695280120560503,0.4695280120560503,0.5710749086592767,-7.862402515256719e-16,
0.49681185976961706,0.49681185976961706,0.6078288972146285,-7.862402515256719e-16,
0.4284306493923044,0.3232261713248422,0.5095607395182947,-7.862402515256719e-16,
0.4590167008658316,0.44257920393237105,0.599076833073686,-7.862402515256719e-16,
0.5401707899701839,0.5108173329217294,0.6540666264280819,-7.862402515256719e-16,
0.4786857355183263,0.47868573551832644,0.5709318703809907,-7.862402515256719e-16,
0.41881252959983645,0.4557227708591862,0.49871469239843436,-7.862402515256719e-16,
0.49218747413875785,0.48309848814217565,0.5367582688862721,-7.862402515256719e-16,
0.4245743356616293,0.452472425512839,0.5951104352921325,-7.862402515256719e-16,
0.4835890541115845,0.4647766142438795,0.547287645662459,-7.862402515256719e-16,
0.4779927500726899,0.45622693936338327,0.27901946850929604,-7.862402515256719e-16,
0.4368691195946879,0.42468977781462486,0.548371283520315,-7.862402515256719e-16,
0.4970428639395631,0.491627765320859,0.5804441714510468,-7.862402515256719e-16,
0.5071571114599209,0.5071571114599209,0.6102039842729916,-7.862402515256719e-16,
0.4013587571968154,0.40135875719681535,0.5699513254401932,-7.862402515256719e-16,
0.5331200520067786,0.5049872887382245,0.6507799373725445,-7.862402515256719e-16,
0.5411637284781434,0.5411637284781434,0.7264412373751654,-7.862402515256719e-16,
0.4681431708686503,0.42200063052015,0.39038797693386434,-7.862402515256719e-16,
0.4703910651339999,0.46760351607783796,0.6009879196743626,-7.862402515256719e-16,
0.48312726486341717,0.4614953056559772,0.5880777418040494,-7.862402515256719e-16,
0.5388629364389736,0.5261119078491465,0.6643854612592922,-7.862402515256719e-16,
0.3866188932707368,0.5186803061620096,0.5886071558227854,-7.862402515256719e-16,
0.4632698455626772,0.45101306516510337,0.6159657481903605,-7.862402515256719e-16,
0.4339508650153385,0.42983162516405365,0.544410911515914,-7.862402515256719e-16,
0.347962206918913,0.339829394835931,0.5279753498028524,-7.862402515256719e-16,
0.256791585014124,0.43613400520437773,0.5519974770190655,-7.862402515256719e-16,
0.45743544092949756,0.49703270742690153,0.6263903252867601,-7.862402515256719e-16,
0.5014875368654048,0.4856120367585633,0.5062613691293263,-7.862402515256719e-16,
