qbca,kmeans,gmm,dbscan,padding
0.5735190785621246,0.5869146633161599,0.49491912660043835,-2.7755575615628914e-06,
0.47928567012913065,0.4339097828181096,0.5481246422492303,-2.7755575615628914e-06,
0.5359064407757453,0.5152665898147438,0.5364013299603771,-2.7755575615628914e-06,
0.5225735820358136,0.48143748910600015,0.6220646094772414,-2.7755575615628914e-06,
0.4947162752525639,0.45234269748674494,0.5392048462909061,-2.7755575615628914e-06,
0.4975493756754503,0.503820984159695,0.3368670984314509,-2.7755575615628914e-06,
0.48797243940920515,0.48797243940920515,0.578910531272626,-2.7755575615628914e-06,
0.5151331902486708,0.5151331902486708,0.6177286340234925,-2.7755575615628914e-06,
0.44086635600968965,0.3436554844959018,0.5179676341998768,-2.7755575615628914e-06,
0.4799134389415797,0.46434902820910806,0.6044368963252412,-2.7755575615628914e-06,
0.5703353956816436,0.5362381606322238,0.66051584944515,-2.7755575615628914e-06,
0.5049644664624169,0.504964466462417,0.5791978670008295,-2.7755575615628914e-06,
0.44687713943155577,0.4798325430037843,0.5084261191877841,-2.7755575615628914e-06,
0.5130360786701432,0.5028494798315803,0.5413273021160865,-2.7755575615628914e-06,
0.4481723459159229,0.4808089576476381,0.6104597485516186,-2.7755575615628914e-06,
0.5072395180703674,0.49408903649999486,0.5523127119771799,-2.7755575615628914e-06,
0.4971626044534155,0.48143220158492844,0.3471504763954995,-2.7755575615628914e-06,
0.47198109364870516,0.46231924358240684,0.5575536839323457,-2.7755575615628914e-06,
0.5254071395405259,0.5212848782231413,0.5883187765224499,-2.7755575615628914e-06,
0.5251402479064479,0.5251402479064479,0.6194185790184336,-2.7755575615628914e-06,
0.4301504840749073,0.43015048407490725,0.5750484128463943,-2.7755575615628914e-06,
0.5586633949354493,0.5310320198600593,0.6584824354296364,-2.7755575615628914e-06,
0.5575499543559077,0.5575499543559077,0.7291884899371088,-2.7755575615628914e-06,
0.4985436894422904,0.4792382498589043,0.427949562824834,-2.7755575615628914e-06,
0.49607891292352035,0.4950189779344387,0.611553900859014,-2.7755575615628914e-06,
0.5102632075159724,0.49119987610772153,0.599938816614475,-2.7755575615628914e-06,
0.5596151238069367,0.5462966552380165,0.6696790231984968,-2.7755575615628914e-06,
0.4151366595460796,0.546386829302319,0.5968648973091984,-2.7755575615628914e-06,
0.4838150763452529,0.47049196434807844,0.6217510010439259,-2.7755575615628914e-06,
0.4547884926676883,0.4510152044889762,0.5559106023874821,-2.7755575615628914e-06,
0.3804730448404787,0.3722756110676425,0.539638449659751,-2.7755575615628914e-06,
0.2723495947157829,0.45702827651915046,0.5582507297712739,-2.7755575615628914e-06,
0.4766375897986717,0.5220485481007345,0.6325308140666671,-2.7755575615628914e-06,
0.522230903294556,0.5060009288324638,0.518998871710822,-2.7755575615628914e-06,
0.48393698026860227,0.4340378711594304,0.6337063474403806,-2.7755575615628914e-06,
0.42883419887428853,0.45739380034917676,0.4255652890415781,-2.7755575615628914e-06,
0.45244796181698,0.4375225024517801,0.5925545078176333,-2.7755575615628914e-06,
0.534296034847391,0.5259096469397062,0.605548639184005,-2.7755575615628914e-06,
0.5353443601443603,0.504160078699245,0.6155462665617021,-2.7755575615628914e-06,
0.5193704417025923,0.528577209908973,0.5781128640427231,-2.7755575615628914e-06,
0.5091121162860467,0.5819802836179592,0.7348072859065258,-2.7755575615628914e-06,
0.5275187820218171,0.5503727273486645,0.5866433899409856,-2.7755575615628914e-06,
0.3114140043727097,0.48256874854128023,0.4609161565595882,-2.7755575615628914e-06,
0.4579456178164826,0.4935563751838408,0.6166713182892734,-2.7755575615628914e-06,
0.5093843448206277,0.5068433475659512,0.5419856761147862,-2.7755575615628914e-06,
0.5345502809000172,0.5428011909628523,0.6534207222561969,-2.7755575615628914e-06,
0.5108631613652427,0.5264167832785811,0.5427692752798504,-2.7755575615628914e-06,
0.4608914515752024,0.5132921970889248,0.5272227543184598,-2.7755575615628914e-06,
0.4805688591434557,0.25153735953541506,0.4982554079031416,-2.7755575615628914e-06,
