qbca,kmeans,gmm,dbscan,padding
0.5545647094982394,0.5760590141947022,0.4602219582968986,0.0,
0.42013202680452183,0.3508067196973434,0.5948057570503121,0.0,
0.4505387130815431,0.43315603183180446,0.5634019682771635,0.0,
0.4323377266271652,0.42008637660811576,0.614635584400502,0.0,
0.4297457643687774,0.3904668759750475,0.5749996620723526,0.0,
0.4377021421078062,0.4652147823162596,0.16873613945233085,0.0,
0.42815029589449144,0.42815029589449144,0.6163933760765681,0.0,
0.48301476123096343,0.48301476123096343,0.6318430995304762,0.0,
0.43685621970199373,0.264562083606764,0.5465870018600981,0.0,
0.44671632931549216,0.42319825867877026,0.6687683938892073,0.0,
0.47535554551566256,0.47970614081951735,0.6941937496185897,0.0,
0.4446699824369826,0.4446699824369826,0.6062539712582299,0.0,
0.3554045447625011,0.40615850098430967,0.5366156764130188,0.0,
0.4624634569455379,0.46487500192372383,0.6100040657700773,0.0,
0.3679904743107864,0.38299340641385876,0.5875770652828821,0.0,
0.43520863390884007,0.412878543085732,0.6215430063734154,0.0,
0.4624660811589359,0.4132331061884334,0.20671254917679333,0.0,
0.3443059989970992,0.33013891312620763,0.5810810202584402,0.0,
0.4703529753127321,0.463762388211843,0.6286698871914228,0.0,
0.5070698310364586,0.5070698310364586,0.643939888410491,0.0,
0.3993806852002673,0.3993806852002673,0.6444242870911049,0.0,
0.46517550899675275,0.46116592395921374,0.6796389764685188,0.0,
0.5160961469418872,0.5160961469418872,0.7763221869305815,0.0,
0.39956952697323384,0.35975404088824925,0.30396518152747015,0.0,
0.43166784504409156,0.42909517746471565,0.6256193879359269,0.0,
0.4129682804097339,0.3824578563415508,0.6025211324959391,0.0,
0.5076739130912583,0.5005951058320371,0.7187417202046256,0.0,
0.3790950493725149,0.48022309623031584,0.629814050843677,0.0,
0.45023929855542305,0.4403465842640701,0.6678914161137184,0.0,
0.40135465638544104,0.3936867468827685,0.54599081683595,0.0,
0.2855157719208856,0.2724735688512774,0.5557863030007363,0.0,
0.2673133427603554,0.40966006823551526,0.612379420130474,0.0,
0.4515942105622646,0.4603377051892028,0.6805639448995427,0.0,
0.49209895055770175,0.47736762141803335,0.5201554781040953,0.0,
0.466777592900721,0.36901033221094515,0.6652254171424445,0.0,
0.3726952450862571,0.37653691275167783,0.3485857848749494,0.0,
0.3798929648813863,0.35828968210822093,0.6272562140845832,0.0,
0.42446228425382887,0.42822081142999596,0.612886749211996,0.0,
0.4701844842553173,0.4466167189324656,0.680426460689055,0.0,
0.45473482357632866,0.4680953532724444,0.6438263613836133,0.0,
0.48901054258867654,0.5125237361262206,0.7844192801439168,0.0,
0.4146806851072333,0.45077404201757004,0.5894319055334808,0.0,
0.26982406735193015,0.38479336497171257,0.28600435070246116,0.0,
0.4225461473714431,0.40332007615914606,0.6581928865340172,0.0,
0.47485888278347926,0.45272205676723076,0.6086471636269669,0.0,
0.4900792649063462,0.5077419369054728,0.7185130411705866,0.0,
0.42969279654133485,0.4538501175135396,0.5043228428231549,0.0,
0.3127499514055178,0.3916468888879421,0.5181257980347527,0.0,
0.4606848850971713,0.19975177297773053,0.5622997181028754,0.0,
0.41007841929446326,0.38407217657765796,0.669344856198452,0.0,
0.4734608432542737,0.46150283078719806,0.5834549184618573,0.0,
0.44518260103109203,0.31825750521276347,0.6650402155708708,0.0,
0.43238687533663184,0.43238687533663184,0.6423985342642898,0.0,
